Peak.ID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
EZH2_PeakRegion_02723	chr4	132553801	132556199	+	0	NA	Intergenic	Intergenic	3705	ENSMUST00000105937	ENSMUSG00000054405	ENSMUST00000142281	NA	ENSMUSG00000054405	Dnajc8	NA	DnaJ heat shock protein family (Hsp40) member C8 [Source:MGI Symbol;Acc:MGI:1915848]	protein_coding
EZH2_PeakRegion_06313	chr9	50527401	50528999	+	0	NA	intron (ENSMUST00000034570, intron 1 of 5)	-intron (ENSMUST00000034570, intron 1 of 5)	441	ENSMUST00000034570	ENSMUSG00000032067	ENSMUST00000034570	NA	ENSMUSG00000032067	Pts	NA	6-pyruvoyl-tetrahydropterin synthase [Source:MGI Symbol;Acc:MGI:1338783]	protein_coding
EZH2_PeakRegion_12017	chr19	44134201	44136799	+	0	NA	intron (ENSMUST00000026218, intron 1 of 13)	-intron (ENSMUST00000026218, intron 1 of 13)	376	ENSMUST00000026218	ENSMUSG00000025200	ENSMUST00000026218	NA	ENSMUSG00000025200	Cwf19l1	NA	CWF19-like 1, cell cycle control (S. pombe) [Source:MGI Symbol;Acc:MGI:1919752]	protein_coding
EZH2_PeakRegion_02084	chr3	117357801	117360799	+	0	NA	intron (ENSMUST00000125664, intron 1 of 5)	-intron (ENSMUST00000061071, intron 1 of 6)	1576	ENSMUST00000125664	ENSMUSG00000044667	ENSMUST00000061071	NA	ENSMUSG00000044667	Plppr4	NA	phospholipid phosphatase related 4 [Source:MGI Symbol;Acc:MGI:106530]	protein_coding
EZH2_PeakRegion_00467	chr1	150391201	150394199	+	0	NA	promoter-TSS (ENSMUST00000006167)	-promoter-TSS (ENSMUST00000006167)	19	ENSMUST00000006167	ENSMUSG00000006010	ENSMUST00000148389	NA	ENSMUSG00000006010	Odr4	NA	odr4 GPCR localization factor homolog [Source:MGI Symbol;Acc:MGI:2385108]	protein_coding
EZH2_PeakRegion_09603	chr14	50944001	50945799	+	0	NA	intron (ENSMUST00000178092, intron 1 of 7)	-intron (ENSMUST00000048615, intron 1 of 5)	394	ENSMUST00000178092	ENSMUSG00000021871	ENSMUST00000178092	NA	ENSMUSG00000021871	Gm49342	NA	predicted gene, 49342 [Source:MGI Symbol;Acc:MGI:6121535]	protein_coding
EZH2_PeakRegion_01434	chr2	153223801	153227399	+	0	NA	promoter-TSS (ENSMUST00000099194)	-promoter-TSS (ENSMUST00000099194)	-159	ENSMUST00000099194	ENSMUSG00000074671	ENSMUST00000099194	NA	ENSMUSG00000074671	Tspyl3	NA	TSPY-like 3 [Source:MGI Symbol;Acc:MGI:2139328]	protein_coding
EZH2_PeakRegion_00019	chr1	9943201	9944799	+	0	NA	promoter-TSS (ENSMUST00000182819)	-promoter-TSS (ENSMUST00000182819)	103	ENSMUST00000182498	ENSMUSG00000098234	ENSMUST00000182742	NA	ENSMUSG00000098234	Snhg6	NA	small nucleolar RNA host gene 6 [Source:MGI Symbol;Acc:MGI:1921074]	lincRNA
EZH2_PeakRegion_12186	chrX	36644401	36645399	+	0	NA	intron (ENSMUST00000133980, intron 1 of 5)	-intron (ENSMUST00000051906, intron 1 of 6)	196	ENSMUST00000133980	ENSMUSG00000059708	ENSMUST00000133980	NA	ENSMUSG00000059708	Akap17b	NA	A kinase (PRKA) anchor protein 17B [Source:MGI Symbol;Acc:MGI:2443758]	protein_coding
EZH2_PeakRegion_01268	chr2	121354201	121356199	+	0	NA	promoter-TSS (ENSMUST00000131661)	-promoter-TSS (ENSMUST00000131661)	84	ENSMUST00000134796	ENSMUSG00000033526	ENSMUST00000134796	NA	ENSMUSG00000033526	Ppip5k1	NA	diphosphoinositol pentakisphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:2443281]	protein_coding
EZH2_PeakRegion_02676	chr4	129186601	129191399	+	0	NA	promoter-TSS (ENSMUST00000106054)	-promoter-TSS (ENSMUST00000106054)	498	ENSMUST00000142490	ENSMUSG00000040928	ENSMUST00000137992	NA	ENSMUSG00000040928	S100pbp	NA	S100P binding protein [Source:MGI Symbol;Acc:MGI:1921898]	protein_coding
EZH2_PeakRegion_11122	chr17	43016001	43019399	+	0	NA	intron (ENSMUST00000024708, intron 1 of 5)	-intron (ENSMUST00000024708, intron 1 of 5)	1145	ENSMUST00000024708	ENSMUSG00000023915	ENSMUST00000024708	NA	ENSMUSG00000023915	Tnfrsf21	NA	tumor necrosis factor receptor superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2151075]	protein_coding
EZH2_PeakRegion_10027	chr15	75678001	75682399	+	0	NA	Intergenic	Intergenic	-1400	ENSMUST00000000958	ENSMUSG00000000934	ENSMUST00000000958	NA	ENSMUSG00000000934	Top1mt	NA	DNA topoisomerase 1, mitochondrial [Source:MGI Symbol;Acc:MGI:1920210]	protein_coding
EZH2_PeakRegion_04727	chr7	30288401	30294399	+	0	NA	promoter-TSS (ENSMUST00000014065)	-promoter-TSS (ENSMUST00000014065)	-272	ENSMUST00000014065	ENSMUSG00000013921	ENSMUST00000144508	NA	ENSMUSG00000013921	Clip3	NA	CAP-GLY domain containing linker protein 3 [Source:MGI Symbol;Acc:MGI:1923936]	protein_coding
EZH2_PeakRegion_08652	chr12	69295001	69298399	+	0	NA	promoter-TSS (ENSMUST00000021362)	-promoter-TSS (ENSMUST00000021362)	19	ENSMUST00000151571	ENSMUSG00000020978	ENSMUST00000021362	NA	ENSMUSG00000020978	Klhdc2	NA	kelch domain containing 2 [Source:MGI Symbol;Acc:MGI:1916804]	protein_coding
EZH2_PeakRegion_08358	chr11	116642201	116658599	+	0	NA	intron (ENSMUST00000021166, intron 1 of 3)	-intron (ENSMUST00000021166, intron 1 of 3)	-3134	ENSMUST00000178875	ENSMUSG00000075410	ENSMUST00000178875	NA	ENSMUSG00000075410	Prcd	NA	photoreceptor disc component [Source:MGI Symbol;Acc:MGI:3649529]	protein_coding
EZH2_PeakRegion_00713	chr2	11499401	11504999	+	0	NA	promoter-TSS (ENSMUST00000028114)	-promoter-TSS (ENSMUST00000028114)	-99	ENSMUST00000028114	ENSMUSG00000026773	ENSMUST00000192949	NA	ENSMUSG00000026773	Pfkfb3	NA	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]	protein_coding
EZH2_PeakRegion_11953	chr19	29647601	29650999	+	0	NA	promoter-TSS (ENSMUST00000159243)	-promoter-TSS (ENSMUST00000159243)	-885	ENSMUST00000159692	ENSMUSG00000046324	ENSMUST00000161749	NA	ENSMUSG00000046324	Ermp1	NA	endoplasmic reticulum metallopeptidase 1 [Source:MGI Symbol;Acc:MGI:106250]	protein_coding
EZH2_PeakRegion_10486	chr16	17643801	17643999	+	0	NA	TTS (ENSMUST00000165363)	-TTS (ENSMUST00000165363)	-2570	ENSMUST00000182822	ENSMUSG00000041617	ENSMUST00000182344	NA	ENSMUSG00000041617	Ccdc74a	NA	coiled-coil domain containing 74A [Source:MGI Symbol;Acc:MGI:1919565]	protein_coding
EZH2_PeakRegion_07367	chr10	128057601	128060999	+	0	NA	intron (ENSMUST00000084771, intron 1 of 6)	-intron (ENSMUST00000052798, intron 1 of 7)	289	ENSMUST00000084771	ENSMUSG00000071072	ENSMUST00000084771	NA	ENSMUSG00000071072	Ptges3	NA	prostaglandin E synthase 3 [Source:MGI Symbol;Acc:MGI:1929282]	protein_coding
EZH2_PeakRegion_02595	chr4	122834601	122837799	+	0	NA	promoter-TSS (ENSMUST00000030412)	-promoter-TSS (ENSMUST00000030412)	-42	ENSMUST00000030412	ENSMUSG00000028657	ENSMUST00000097902	NA	ENSMUSG00000028657	Ppt1	NA	palmitoyl-protein thioesterase 1 [Source:MGI Symbol;Acc:MGI:1298204]	protein_coding
EZH2_PeakRegion_02167	chr3	152394401	152399399	+	0	NA	intron (ENSMUST00000106101, intron 1 of 13)	-intron (ENSMUST00000089982, intron 1 of 13)	206	ENSMUST00000106101	ENSMUSG00000039068	ENSMUST00000138115	NA	ENSMUSG00000039068	Zzz3	NA	zinc finger, ZZ domain containing 3 [Source:MGI Symbol;Acc:MGI:1920453]	protein_coding
EZH2_PeakRegion_07610	chr11	50949601	50952599	+	0	NA	TTS (ENSMUST00000159179)	-TTS (ENSMUST00000159179)	1354	ENSMUST00000159179	ENSMUSG00000044542	ENSMUST00000159179	NA	ENSMUSG00000044542	Prop1	NA	paired like homeodomain factor 1 [Source:MGI Symbol;Acc:MGI:109330]	protein_coding
EZH2_PeakRegion_11897	chr19	10688001	10690399	+	0	NA	intron (ENSMUST00000087951, intron 1 of 4)	-intron (ENSMUST00000087951, intron 1 of 4)	385	ENSMUST00000087951	ENSMUSG00000048832	ENSMUST00000087951	NA	ENSMUSG00000048832	Vps37c	NA	vacuolar protein sorting 37C [Source:MGI Symbol;Acc:MGI:2147661]	protein_coding
EZH2_PeakRegion_10318	chr15	99473001	99475999	+	0	NA	exon (ENSMUST00000040313, exon 1 of 2)	-exon (ENSMUST00000040313, exon 1 of 2)	230	ENSMUST00000040313	ENSMUSG00000037525	ENSMUST00000040313	NA	ENSMUSG00000037525	Bcdin3d	NA	BCDIN3 domain containing [Source:MGI Symbol;Acc:MGI:1922534]	protein_coding
EZH2_PeakRegion_05652	chr8	71692201	71694199	+	0	NA	intron (ENSMUST00000034260, intron 2 of 2)	-intron (ENSMUST00000034260, intron 2 of 2)	3986	ENSMUST00000034261	ENSMUSG00000079019	ENSMUST00000034261	NA	ENSMUSG00000079019	Insl3	NA	insulin-like 3 [Source:MGI Symbol;Acc:MGI:108427]	protein_coding
EZH2_PeakRegion_05358	chr7	143006601	143008999	+	0	NA	TTS (ENSMUST00000141186)	-TTS (ENSMUST00000141186)	233	ENSMUST00000131740	ENSMUSG00000052281	ENSMUST00000165444	NA	ENSMUSG00000052281	Tspan32os	NA	tetraspanin 32, opposite strand [Source:MGI Symbol;Acc:MGI:3705185]	antisense
EZH2_PeakRegion_09147	chr13	42870401	42879799	+	0	NA	intron (ENSMUST00000127859, intron 1 of 1)	-intron (ENSMUST00000066928, intron 1 of 11)	-5874	ENSMUST00000162331	ENSMUSG00000085276	ENSMUST00000162331	NA	ENSMUSG00000085276	Gm15812	NA	predicted gene 15812 [Source:MGI Symbol;Acc:MGI:3801816]	processed_pseudogene
EZH2_PeakRegion_10612	chr16	35243001	35244399	+	0	NA	intron (ENSMUST00000114913, intron 1 of 20)	-intron (ENSMUST00000114913, intron 1 of 20)	-8777	ENSMUST00000122632	ENSMUSG00000084581	ENSMUST00000122632	NA	ENSMUSG00000084581	Gm25179	NA	predicted gene, 25179 [Source:MGI Symbol;Acc:MGI:5454956]	snRNA
EZH2_PeakRegion_11287	chr17	78725401	78737999	+	0	NA	intron (ENSMUST00000145910, intron 1 of 17)	-intron (ENSMUST00000145910, intron 1 of 17)	5496	ENSMUST00000145910	ENSMUSG00000024077	ENSMUST00000145910	NA	ENSMUSG00000024077	Strn	NA	striatin, calmodulin binding protein [Source:MGI Symbol;Acc:MGI:1333757]	protein_coding
EZH2_PeakRegion_08524	chr12	8973201	8975399	+	0	NA	promoter-TSS (ENSMUST00000160873)	-promoter-TSS (ENSMUST00000160873)	241	ENSMUST00000161019	ENSMUSG00000066643	ENSMUST00000085745	NA	ENSMUSG00000066643	Wdr35	NA	WD repeat domain 35 [Source:MGI Symbol;Acc:MGI:1921932]	protein_coding
EZH2_PeakRegion_07783	chr11	69757401	69762199	+	0	NA	TTS (ENSMUST00000102586)	-TTS (ENSMUST00000102586)	-1163	ENSMUST00000058470	ENSMUSG00000005198	ENSMUST00000071213	NA	ENSMUSG00000005198	Polr2a	NA	polymerase (RNA) II (DNA directed) polypeptide A [Source:MGI Symbol;Acc:MGI:98086]	protein_coding
EZH2_PeakRegion_10488	chr16	17721801	17723199	+	0	NA	intron (ENSMUST00000080936, intron 1 of 16)	-intron (ENSMUST00000012259, intron 1 of 17)	430	ENSMUST00000012259	ENSMUSG00000012114	ENSMUST00000080936	NA	ENSMUSG00000012114	Med15	NA	mediator complex subunit 15 [Source:MGI Symbol;Acc:MGI:2137379]	protein_coding
EZH2_PeakRegion_04441	chr6	128030401	128038599	+	0	NA	promoter-TSS (ENSMUST00000123786)	-promoter-TSS (ENSMUST00000123786)	92	ENSMUST00000123786	ENSMUSG00000030352	ENSMUST00000123786	NA	ENSMUSG00000030352	Tspan9	NA	tetraspanin 9 [Source:MGI Symbol;Acc:MGI:1924558]	protein_coding
EZH2_PeakRegion_08211	chr11	103095601	103107199	+	0	NA	promoter-TSS (ENSMUST00000024492)	-promoter-TSS (ENSMUST00000024492)	191	ENSMUST00000142970	ENSMUSG00000020937	ENSMUST00000143012	NA	ENSMUSG00000020937	Plcd3	NA	phospholipase C, delta 3 [Source:MGI Symbol;Acc:MGI:107451]	protein_coding
EZH2_PeakRegion_07089	chr10	79552601	79555999	+	0	NA	intron (ENSMUST00000167183, intron 1 of 4)	-intron (ENSMUST00000062855, intron 1 of 13)	305	ENSMUST00000167689	ENSMUSG00000042570	ENSMUST00000168601	NA	ENSMUSG00000042570	Mier2	NA	MIER family member 2 [Source:MGI Symbol;Acc:MGI:1917677]	protein_coding
EZH2_PeakRegion_01401	chr2	150688001	150690799	+	0	NA	promoter-TSS (ENSMUST00000046095)	-promoter-TSS (ENSMUST00000046095)	-40	ENSMUST00000046095	ENSMUSG00000033080	ENSMUST00000046095	NA	ENSMUSG00000033080	Vsx1	NA	visual system homeobox 1 [Source:MGI Symbol;Acc:MGI:1890816]	protein_coding
EZH2_PeakRegion_05356	chr7	142654401	142665799	+	0	NA	promoter-TSS (ENSMUST00000121128)	-promoter-TSS (ENSMUST00000121128)	388	ENSMUST00000141551	ENSMUSG00000086266	ENSMUST00000124393	NA	ENSMUSG00000086266	Igf2os	NA	insulin-like growth factor 2, opposite strand [Source:MGI Symbol;Acc:MGI:1195257]	antisense
EZH2_PeakRegion_10316	chr15	99452401	99459999	+	0	NA	intron (ENSMUST00000023747, intron 1 of 12)	-intron (ENSMUST00000023747, intron 1 of 12)	1512	ENSMUST00000161948	ENSMUSG00000023009	ENSMUST00000160500	NA	ENSMUSG00000023009	Nckap5l	NA	NCK-associated protein 5-like [Source:MGI Symbol;Acc:MGI:3609653]	protein_coding
EZH2_PeakRegion_03047	chr5	4755801	4758599	+	0	NA	exon (ENSMUST00000054294, exon 1 of 1)	-exon (ENSMUST00000054294, exon 1 of 1)	835	ENSMUST00000054294	ENSMUSG00000044674	ENSMUST00000054294	NA	ENSMUSG00000044674	Fzd1	NA	frizzled class receptor 1 [Source:MGI Symbol;Acc:MGI:1196625]	protein_coding
EZH2_PeakRegion_01266	chr2	121269601	121272599	+	0	NA	promoter-TSS (ENSMUST00000131426)	-promoter-TSS (ENSMUST00000131426)	221	ENSMUST00000131245	ENSMUSG00000043909	ENSMUST00000140582	NA	ENSMUSG00000043909	Trp53bp1	NA	transformation related protein 53 binding protein 1 [Source:MGI Symbol;Acc:MGI:1351320]	protein_coding
EZH2_PeakRegion_09914	chr15	32920601	32921399	+	0	NA	exon (ENSMUST00000022871, exon 1 of 5)	-exon (ENSMUST00000022871, exon 1 of 5)	226	ENSMUST00000147013	ENSMUSG00000022261	ENSMUST00000147013	NA	ENSMUSG00000022261	Sdc2	NA	syndecan 2 [Source:MGI Symbol;Acc:MGI:1349165]	protein_coding
EZH2_PeakRegion_12188	chrX	36874001	36875199	+	0	NA	promoter-TSS (ENSMUST00000047486)	-promoter-TSS (ENSMUST00000047486)	242	ENSMUST00000016452	ENSMUSG00000016308	ENSMUST00000016452	NA	ENSMUSG00000016308	Ube2a	NA	ubiquitin-conjugating enzyme E2A [Source:MGI Symbol;Acc:MGI:102959]	protein_coding
EZH2_PeakRegion_05524	chr8	41373001	41375599	+	0	NA	intron (ENSMUST00000034000, intron 1 of 13)	-intron (ENSMUST00000034000, intron 1 of 13)	335	ENSMUST00000110417	ENSMUSG00000031591	ENSMUST00000126561	NA	ENSMUSG00000031591	Asah1	NA	N-acylsphingosine amidohydrolase 1 [Source:MGI Symbol;Acc:MGI:1277124]	protein_coding
EZH2_PeakRegion_11232	chr17	57009001	57013799	+	0	NA	promoter-TSS (ENSMUST00000002733)	-promoter-TSS (ENSMUST00000002733)	-112	ENSMUST00000002733	ENSMUSG00000002658	ENSMUST00000002733	NA	ENSMUSG00000002658	Gtf2f1	NA	general transcription factor IIF, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1923848]	protein_coding
EZH2_PeakRegion_10279	chr15	97990801	97992999	+	0	NA	intron (ENSMUST00000088355, intron 15 of 52)	-intron (ENSMUST00000023123, intron 16 of 53)	-1424	ENSMUST00000128547	ENSMUSG00000022483	ENSMUST00000088355	NA	ENSMUSG00000022483	Col2a1	NA	collagen, type II, alpha 1 [Source:MGI Symbol;Acc:MGI:88452]	protein_coding
EZH2_PeakRegion_10170	chr15	82084801	82089599	+	0	NA	intron (ENSMUST00000189540, intron 4 of 23)	-intron (ENSMUST00000089178, intron 11 of 30)	4037	ENSMUST00000186125	ENSMUSG00000068117	ENSMUST00000189540	NA	ENSMUSG00000068117	Mei1	NA	meiotic double-stranded break formation protein 1 [Source:MGI Symbol;Acc:MGI:3028590]	protein_coding
EZH2_PeakRegion_04807	chr7	44814601	44819399	+	0	NA	promoter-TSS (ENSMUST00000047356)	-promoter-TSS (ENSMUST00000047356)	-342	ENSMUST00000047356	ENSMUSG00000038539	ENSMUST00000047356	NA	ENSMUSG00000038539	Atf5	NA	activating transcription factor 5 [Source:MGI Symbol;Acc:MGI:2141857]	protein_coding
EZH2_PeakRegion_05211	chr7	126688801	126706999	+	0	NA	TTS (ENSMUST00000130498)	-TTS (ENSMUST00000130498)	1927	ENSMUST00000106369	ENSMUSG00000047721	ENSMUST00000130498	NA	ENSMUSG00000047721	Bola2	NA	bolA-like 2 (E. coli) [Source:MGI Symbol;Acc:MGI:1913412]	protein_coding
EZH2_PeakRegion_02372	chr4	57131801	57133399	+	0	NA	intron (ENSMUST00000095076, intron 1 of 25)	-intron (ENSMUST00000030142, intron 1 of 15)	5592	ENSMUST00000136337	ENSMUSG00000028434	ENSMUST00000030142	NA	ENSMUSG00000028434	Epb41l4b	NA	erythrocyte membrane protein band 4.1 like 4b [Source:MGI Symbol;Acc:MGI:1859149]	protein_coding
EZH2_PeakRegion_08356	chr11	116488601	116491999	+	0	NA	promoter-TSS (ENSMUST00000106391)	-promoter-TSS (ENSMUST00000106391)	-11	ENSMUST00000130835	ENSMUSG00000015869	ENSMUST00000152874	NA	ENSMUSG00000015869	Prpsap1	NA	phosphoribosyl pyrophosphate synthetase-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915013]	protein_coding
EZH2_PeakRegion_01847	chr3	87524801	87527399	+	0	NA	exon (ENSMUST00000136680, exon 1 of 3)	-exon (ENSMUST00000136680, exon 1 of 3)	482	ENSMUST00000152010	ENSMUSG00000003382	ENSMUST00000136680	NA	ENSMUSG00000003382	Etv3	NA	ets variant 3 [Source:MGI Symbol;Acc:MGI:1350926]	protein_coding
EZH2_PeakRegion_00680	chr1	193359001	193365399	+	0	NA	intron (ENSMUST00000169907, intron 1 of 11)	-intron (ENSMUST00000016323, intron 1 of 12)	-2422	ENSMUST00000163202	ENSMUSG00000016179	ENSMUST00000016323	NA	ENSMUSG00000016179	Camk1g	NA	calcium/calmodulin-dependent protein kinase I gamma [Source:MGI Symbol;Acc:MGI:2388073]	protein_coding
EZH2_PeakRegion_04273	chr6	99449601	99455999	+	0	NA	intron (ENSMUST00000176255, intron 1 of 1)	-intron (ENSMUST00000155466, intron 3 of 5)	-7193	ENSMUST00000176148	ENSMUSG00000030067	ENSMUST00000075832	NA	ENSMUSG00000030067	Foxp1	NA	forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004]	protein_coding
EZH2_PeakRegion_10251	chr15	89456801	89459199	+	0	NA	exon (ENSMUST00000023291, exon 5 of 12)	-exon (ENSMUST00000023291, exon 5 of 12)	2958	ENSMUST00000137755	ENSMUSG00000022619	ENSMUST00000023291	NA	ENSMUSG00000022619	Mapk8ip2	NA	mitogen-activated protein kinase 8 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1926555]	protein_coding
EZH2_PeakRegion_07172	chr10	81399401	81437799	+	0	NA	intron (ENSMUST00000117966, intron 2 of 9)	-intron (ENSMUST00000020461, intron 2 of 9)	8514	ENSMUST00000078185	ENSMUSG00000055053	ENSMUST00000152670	NA	ENSMUSG00000055053	Nfic	NA	nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]	protein_coding
EZH2_PeakRegion_02678	chr4	129333601	129337799	+	0	NA	promoter-TSS (ENSMUST00000102598)	-promoter-TSS (ENSMUST00000102598)	5	ENSMUST00000141235	ENSMUSG00000057572	ENSMUST00000146767	NA	ENSMUSG00000057572	Zbtb8os	NA	zinc finger and BTB domain containing 8 opposite strand [Source:MGI Symbol;Acc:MGI:1914356]	protein_coding
EZH2_PeakRegion_01091	chr2	76405401	76407799	+	0	NA	promoter-TSS (ENSMUST00000077972)	-promoter-TSS (ENSMUST00000077972)	39	ENSMUST00000134213	ENSMUSG00000042359	ENSMUST00000128034	NA	ENSMUSG00000042359	Osbpl6	NA	oxysterol binding protein-like 6 [Source:MGI Symbol;Acc:MGI:2139014]	protein_coding
EZH2_PeakRegion_07958	chr11	84129001	84132799	+	0	NA	exon (ENSMUST00000184534, exon 1 of 1)	-exon (ENSMUST00000184534, exon 1 of 1)	1200	ENSMUST00000184534	ENSMUSG00000020532	ENSMUST00000130012	NA	ENSMUSG00000020532	Acaca	NA	acetyl-Coenzyme A carboxylase alpha [Source:MGI Symbol;Acc:MGI:108451]	protein_coding
EZH2_PeakRegion_04228	chr6	91255201	91262199	+	0	NA	TTS (ENSMUST00000147371)	-TTS (ENSMUST00000147371)	2296	ENSMUST00000134286	ENSMUSG00000064080	ENSMUST00000041544	NA	ENSMUSG00000064080	Fbln2	NA	fibulin 2 [Source:MGI Symbol;Acc:MGI:95488]	protein_coding
EZH2_PeakRegion_10275	chr15	97760201	97768799	+	0	NA	intron (ENSMUST00000177352, intron 1 of 26)	-intron (ENSMUST00000123397, intron 2 of 25)	-2049	ENSMUST00000124374	ENSMUSG00000087397	ENSMUST00000124374	NA	ENSMUSG00000087397	Rapgef3os2	NA	Rap guanine nucleotide exchange factor (GEF) 3, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3826581]	antisense
EZH2_PeakRegion_04550	chr7	12961401	12962599	+	0	NA	promoter-TSS (ENSMUST00000181128)	-promoter-TSS (ENSMUST00000181128)	-232	ENSMUST00000181128	ENSMUSG00000097115	ENSMUST00000181128	NA	ENSMUSG00000097115	1810019N24Rik	NA	RIKEN cDNA 1810019N24 gene [Source:MGI Symbol;Acc:MGI:1916336]	lincRNA
EZH2_PeakRegion_01413	chr2	151969601	151973199	+	0	NA	intron (ENSMUST00000062047, intron 1 of 1)	-intron (ENSMUST00000062047, intron 1 of 1)	1994	ENSMUST00000109863	ENSMUSG00000027459	ENSMUST00000062047	NA	ENSMUSG00000027459	Fam110a	NA	family with sequence similarity 110, member A [Source:MGI Symbol;Acc:MGI:1921097]	protein_coding
EZH2_PeakRegion_08203	chr11	102759401	102763999	+	0	NA	promoter-TSS (ENSMUST00000124879)	-promoter-TSS (ENSMUST00000124879)	261	ENSMUST00000103081	ENSMUSG00000020926	ENSMUST00000124879	NA	ENSMUSG00000020926	Adam11	NA	a disintegrin and metallopeptidase domain 11 [Source:MGI Symbol;Acc:MGI:1098667]	protein_coding
EZH2_PeakRegion_02623	chr4	124750201	124752999	+	0	NA	promoter-TSS (ENSMUST00000131381)	-promoter-TSS (ENSMUST00000131381)	-246	ENSMUST00000131381	ENSMUSG00000086589	ENSMUST00000131381	NA	ENSMUSG00000086589	Gm12915	NA	predicted gene 12915 [Source:MGI Symbol;Acc:MGI:3650273]	processed_transcript
EZH2_PeakRegion_01767	chr3	53863001	53864599	+	0	NA	promoter-TSS (ENSMUST00000029309)	-promoter-TSS (ENSMUST00000029309)	30	ENSMUST00000146598	ENSMUSG00000027746	ENSMUST00000152414	NA	ENSMUSG00000027746	Ufm1	NA	ubiquitin-fold modifier 1 [Source:MGI Symbol;Acc:MGI:1915140]	protein_coding
EZH2_PeakRegion_06410	chr9	62121001	62125199	+	0	NA	promoter-TSS (ENSMUST00000174955)	-promoter-TSS (ENSMUST00000174955)	-445	ENSMUST00000185873	ENSMUSG00000032252	ENSMUST00000185675	NA	ENSMUSG00000032252	Glce	NA	glucuronyl C5-epimerase [Source:MGI Symbol;Acc:MGI:2136405]	protein_coding
EZH2_PeakRegion_00734	chr2	18391801	18393599	+	0	NA	promoter-TSS (ENSMUST00000028072)	-promoter-TSS (ENSMUST00000028072)	-58	ENSMUST00000028072	ENSMUSG00000026740	ENSMUST00000091418	NA	ENSMUSG00000026740	Dnajc1	NA	DnaJ heat shock protein family (Hsp40) member C1 [Source:MGI Symbol;Acc:MGI:103268]	protein_coding
EZH2_PeakRegion_07594	chr11	50173601	50175199	+	0	NA	promoter-TSS (ENSMUST00000020647)	-promoter-TSS (ENSMUST00000020647)	-44	ENSMUST00000143480	ENSMUSG00000020381	ENSMUST00000143480	NA	ENSMUSG00000020381	Mrnip	NA	MRN complex interacting protein [Source:MGI Symbol;Acc:MGI:1915317]	protein_coding
EZH2_PeakRegion_08877	chr12	103509601	103518599	+	0	NA	Intergenic	Intergenic	-18183	ENSMUST00000021631	ENSMUSG00000021209	ENSMUST00000189871	NA	ENSMUSG00000021209	Ppp4r4	NA	protein phosphatase 4, regulatory subunit 4 [Source:MGI Symbol;Acc:MGI:1921771]	protein_coding
EZH2_PeakRegion_04136	chr6	83053001	83061599	+	0	NA	promoter-TSS (ENSMUST00000077502)	-promoter-TSS (ENSMUST00000077502)	-544	ENSMUST00000077502	ENSMUSG00000009145	ENSMUST00000077502	NA	ENSMUSG00000009145	Dqx1	NA	DEAQ RNA-dependent ATPase [Source:MGI Symbol;Acc:MGI:2136388]	protein_coding
EZH2_PeakRegion_03456	chr5	112339601	112347999	+	0	NA	promoter-TSS (ENSMUST00000031289)	-promoter-TSS (ENSMUST00000031289)	700	ENSMUST00000175718	ENSMUSG00000042328	ENSMUST00000035279	NA	ENSMUSG00000042328	Hps4	NA	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2 [Source:MGI Symbol;Acc:MGI:2177742]	protein_coding
EZH2_PeakRegion_09252	chr13	55506001	55515999	+	0	NA	intron (ENSMUST00000155098, intron 2 of 13)	-intron (ENSMUST00000046246, intron 2 of 12)	1709	ENSMUST00000153426	ENSMUSG00000021493	ENSMUST00000144288	NA	ENSMUSG00000021493	Pdlim7	NA	PDZ and LIM domain 7 [Source:MGI Symbol;Acc:MGI:1914649]	protein_coding
EZH2_PeakRegion_05967	chr8	120111001	120117599	+	0	NA	exon (ENSMUST00000034281, exon 1 of 13)	-exon (ENSMUST00000034281, exon 1 of 13)	147	ENSMUST00000108951	ENSMUSG00000031824	ENSMUST00000034281	NA	ENSMUSG00000031824	6430548M08Rik	NA	RIKEN cDNA 6430548M08 gene [Source:MGI Symbol;Acc:MGI:2443793]	protein_coding
EZH2_PeakRegion_03891	chr5	149228601	149230599	+	0	NA	Intergenic	Intergenic	-1732	ENSMUST00000189493	ENSMUSG00000100783	ENSMUST00000189493	NA	ENSMUSG00000100783	2310047D07Rik	NA	RIKEN cDNA 2310047D07 gene [Source:MGI Symbol;Acc:MGI:1916907]	lincRNA
