genes	logFC	logCPM	F	PValue	FDR
H3K27me3_Striata_PeakRegion_19105_chr13_41420200_41424599	-0.535146283958938	2.00768636189179	7.36487235108938	0.00665213656945346	0.368971841719019
H3K27me3_Striata_PeakRegion_19574_chr13_60107200_60108799	-0.733827584712749	0.854064748897367	7.35741408096864	0.00667978461347301	0.369710310623811
H3K27me3_Striata_PeakRegion_25888_chrX_11416200_11421999	-0.484656876140317	2.44442472867415	7.32859514073518	0.00678772480994211	0.374550125102186
H3K27me3_Striata_PeakRegion_10127_chr7_43603800_43608799	-0.487646492829362	2.40546749574652	7.3263330469247	0.00679627243128967	0.374550125102186
H3K27me3_Striata_PeakRegion_9608_chr7_3300800_3305399	-0.506786651394275	2.21381189385689	7.30887576315186	0.00686260799067057	0.377399542207623
H3K27me3_Striata_PeakRegion_10160_chr7_44097400_44099999	-0.605530729410556	1.50413108422999	7.30372772024022	0.00688229592096517	0.377676317999374
H3K27me3_Striata_PeakRegion_16886_chr11_77929200_77938199	-0.460798669512215	3.13176057799844	7.29967950750323	0.00689781822846088	0.377676317999374
H3K27me3_Striata_PeakRegion_641_chr1_91308200_91310799	-0.593797836072686	1.5758048253057	7.29610072888964	0.00691157033559649	0.377676317999374
H3K27me3_Striata_PeakRegion_4912_chr4_33923600_33925399	-0.680756677756748	1.08746087848438	7.29041375093882	0.00693348122088573	0.37807261659426
H3K27me3_Striata_PeakRegion_870_chr1_125910800_125913199	-0.562854089457776	1.78651025896577	7.28552804087286	0.0069523616263557	0.378302344023136
H3K27me3_Striata_PeakRegion_9631_chr7_5125200_5126199	-0.765149075498438	0.695328959318087	7.26374675120312	0.00703717468517696	0.382111177852809
H3K27me3_Striata_PeakRegion_14140_chr9_85842000_85845599	-0.45893528736188	3.07479804055081	7.23303039343035	0.00715857956414494	0.387886731341232
H3K27me3_Striata_PeakRegion_13148_chr8_123536400_123537999	-0.498456045333317	4.26194121108847	7.22520707042949	0.00718984140577284	0.388701669355258
H3K27me3_Striata_PeakRegion_22880_chr16_85800200_85805999	-0.498198632559887	4.2576337877062	7.2214936377679	0.00720472899628154	0.388701669355258
H3K27me3_Striata_PeakRegion_16917_chr11_79709000_79718999	-0.500634645235402	4.29662568747611	7.21798327823933	0.00721883140590759	0.388701669355258
H3K27me3_Striata_PeakRegion_17870_chr12_16763200_16766399	-0.557674230001086	1.79956138244532	7.20866903043729	0.00725638705234768	0.389909864279482
H3K27me3_Striata_PeakRegion_4957_chr4_41056800_41057599	-0.802333747655666	0.524595078464297	7.2035174900266	0.00727724408664196	0.390217628862098
H3K27me3_Striata_PeakRegion_20970_chr14_68049400_68053399	-0.559084479390793	1.78407154954321	7.19652698825587	0.00730564453365693	0.390927767244978
H3K27me3_Striata_PeakRegion_12716_chr8_105370400_105381999	-0.463616274229927	3.60762752801836	7.17651942362423	0.00738755733591248	0.394492502707774
H3K27me3_Striata_PeakRegion_4913_chr4_34049600_34050399	-0.761346246911649	0.683958683103548	7.16559981058912	0.00743265858073598	0.395343453883454
H3K27me3_Striata_PeakRegion_16_chr1_9964800_9971199	-0.505132764594523	4.39132655739149	7.16187753871161	0.00744809690508013	0.395343453883454
H3K27me3_Striata_PeakRegion_87_chr1_34925800_34931199	-0.458940637829453	2.84279101271737	7.15233154092165	0.00748783943885213	0.395343453883454
H3K27me3_Striata_PeakRegion_25985_chrX_86190600_86192999	-0.458342792856371	2.88487390980076	7.14987502117795	0.00749810160875577	0.395343453883454
H3K27me3_Striata_PeakRegion_7105_chr5_98028400_98036199	-0.476946192090435	3.94714187197258	7.1482404605291	0.00750493798947106	0.395343453883454
H3K27me3_Striata_PeakRegion_19447_chr13_55491400_55496999	-0.480168185684661	2.42889256850853	7.1470058114048	0.00751010600521709	0.395343453883454
H3K27me3_Striata_PeakRegion_9188_chr6_122801400_122802199	-0.843642938373429	0.360849616162358	7.14684249912872	0.00751078987294093	0.395343453883454
H3K27me3_Striata_PeakRegion_17905_chr12_17761800_17765999	-0.532989656429956	1.95886671499033	7.1299806634681	0.00758174226080189	0.398265369430962
H3K27me3_Striata_PeakRegion_14804_chr10_14543600_14547399	-0.467315603453359	2.57807624485845	7.10444616647749	0.00769049503625315	0.403157008079352
H3K27me3_Striata_PeakRegion_15852_chr11_4422000_4427399	0.486875909341365	2.30494273756405	7.09512976215386	0.00773057007157154	0.403667685326976
H3K27me3_Striata_PeakRegion_24420_chr18_16291200_16297199	0.457721983296174	2.72347739611971	7.09490527914478	0.00773153832783522	0.403667685326976
H3K27me3_Striata_PeakRegion_11709_chr7_144408200_144421999	-0.466822067782771	3.78641692365643	7.08947307253542	0.00775500675636285	0.404075018707294
H3K27me3_Striata_PeakRegion_784_chr1_119326800_119332199	-0.458391120047884	2.7284501944814	7.0641400756381	0.00786541705989123	0.409001687114344
H3K27me3_Striata_PeakRegion_11716_chr7_144834400_144844199	-0.486102847213178	4.16328211813682	7.06033688046377	0.00788213098865666	0.409046121648758
H3K27me3_Striata_PeakRegion_9912_chr7_34554400_34562399	-0.453446807958278	2.92403641730347	7.02814039867124	0.00802508854384932	0.413620666574045
H3K27me3_Striata_PeakRegion_22170_chr15_96639400_96644199	-0.456544388756658	2.77713813682006	7.02745224798773	0.00802817282230985	0.413620666574045
H3K27me3_Striata_PeakRegion_15581_chr10_99202000_99205199	0.618127635393414	1.32868629665176	7.02689789591753	0.00803065829960204	0.413620666574045
H3K27me3_Striata_PeakRegion_7087_chr5_92903400_92910399	-0.452025854635702	3.10572572249673	7.026057562628	0.00803442749509911	0.413620666574045
H3K27me3_Striata_PeakRegion_18632_chr12_107456400_107461399	-0.511909402717506	2.08993755365441	7.02111078860572	0.00805665225321941	0.413938595448277
H3K27me3_Striata_PeakRegion_13261_chr9_15396000_15398399	-0.635843095074607	1.25213718243897	7.00495086208897	0.00812969444786827	0.416860992444172
H3K27me3_Striata_PeakRegion_5790_chr4_122945600_122952799	-0.451075958291861	3.29193213196996	6.99125504268877	0.00819212915420955	0.417571794762566
H3K27me3_Striata_PeakRegion_12213_chr8_50915000_50918399	-0.452809155824491	2.90236242798601	6.9895743230043	0.00819982471542152	0.417571794762566
H3K27me3_Striata_PeakRegion_15431_chr10_87904200_87907999	-0.611601492994269	1.38612095033757	6.98861196532861	0.00820423442025714	0.417571794762566
H3K27me3_Striata_PeakRegion_1471_chr1_183415800_183421799	-0.4525606760422	2.89302074613712	6.98590698120635	0.00821664216634693	0.417571794762566
H3K27me3_Striata_PeakRegion_2964_chr2_145673800_145682799	-0.452652145903819	3.43036534778372	6.98419465797063	0.0082245065035431	0.417571794762566
H3K27me3_Striata_PeakRegion_7703_chr5_129580200_129589599	-0.452078330391481	3.43150282743427	6.96093276129037	0.00833210958428618	0.422203871115735
H3K27me3_Striata_PeakRegion_9727_chr7_19803400_19807199	-0.511001245407359	2.07116769225616	6.95421172755763	0.00836346663320836	0.422961826281784
H3K27me3_Striata_PeakRegion_18755_chr12_112760600_112765799	-0.449412855813443	3.19743049631696	6.94756161622018	0.00839461164125269	0.423605345972002
H3K27me3_Striata_PeakRegion_9735_chr7_19958000_19962599	-0.512613281774359	2.05678677355601	6.93916062715571	0.00843412640565502	0.423605345972002
H3K27me3_Striata_PeakRegion_21860_chr15_79249600_79255799	-0.457919543506619	3.69429529542303	6.93855330154717	0.00843699037958775	0.423605345972002
H3K27me3_Striata_PeakRegion_26036_chrX_102247600_102254599	-0.466364970384668	3.88078421333635	6.93668123266976	0.00844582478427615	0.423605345972002
H3K27me3_Striata_PeakRegion_9626_chr7_4833000_4838199	-0.46693164406089	2.50040392968369	6.93403876931451	0.00845831083962395	0.423605345972002
H3K27me3_Striata_PeakRegion_10147_chr7_43942200_43949199	-0.45151739076331	2.78164750910323	6.90217707050714	0.00861035797423681	0.430384404789759
H3K27me3_Striata_PeakRegion_24410_chr18_15062000_15067399	-0.452638209967088	2.75349446813785	6.89623820704705	0.00863900665502532	0.430981159857666
H3K27me3_Striata_PeakRegion_14479_chr9_109036200_109041799	-0.457411122811119	3.73397007930774	6.88467337221342	0.00869507494223812	0.432230329025937
H3K27me3_Striata_PeakRegion_11758_chr8_8130200_8137199	-0.45807724063666	2.60013828791083	6.88416198012527	0.00869756283981318	0.432230329025937
H3K27me3_Striata_PeakRegion_7639_chr5_127395600_127401599	-0.464840566254747	2.50172135937885	6.88013330770631	0.00871718763175607	0.432372506535101
H3K27me3_Striata_PeakRegion_21814_chr15_77731000_77734599	-0.44684168268969	3.02120184194712	6.86960540521577	0.0087686862619231	0.433261887169845
H3K27me3_Striata_PeakRegion_25186_chr19_6003600_6005999	-0.552312641070834	1.7350169846318	6.86854914210779	0.0087738702733443	0.433261887169845
H3K27me3_Striata_PeakRegion_17323_chr11_98046600_98055999	-0.496981685345302	4.42778388240691	6.86617909279288	0.00878551360847662	0.433261887169845
H3K27me3_Striata_PeakRegion_24429_chr18_21649200_21656399	-0.5328856169362	4.91139994176965	6.85952027751699	0.00881831107177315	0.434049387715979
H3K27me3_Striata_PeakRegion_11034_chr7_120794600_120800799	-0.452760846957979	2.65446259974002	6.84367751866749	0.00889684812160433	0.436300851578328
H3K27me3_Striata_PeakRegion_9766_chr7_25311000_25316599	-0.454705574704304	3.7014399547436	6.83485173412155	0.00894091025231547	0.436300851578328
H3K27me3_Striata_PeakRegion_2661_chr2_119741600_119746799	-0.447903456498356	3.42769502228901	6.83363672248106	0.00894699358690178	0.436300851578328
H3K27me3_Striata_PeakRegion_11924_chr8_21961200_21964799	-0.559887351838249	1.67086209616714	6.83208214016674	0.00895478326812163	0.436300851578328
H3K27me3_Striata_PeakRegion_16861_chr11_76278000_76280199	-0.631998267477447	1.22958560304621	6.82902833167273	0.00897010547650378	0.436300851578328
H3K27me3_Striata_PeakRegion_11762_chr8_8710200_8712399	-0.59455871722094	1.44287866143723	6.82463493847846	0.00899219603172743	0.436300851578328
H3K27me3_Striata_PeakRegion_2351_chr2_75216200_75218199	-0.654109262089697	1.1041041813997	6.8201077959761	0.00901501737110566	0.436300851578328
H3K27me3_Striata_PeakRegion_21462_chr15_37173600_37179399	-0.468712480019351	4.00845281854318	6.81998740129732	0.00901562508991385	0.436300851578328
H3K27me3_Striata_PeakRegion_7090_chr5_92938800_92943599	-0.461231193014661	2.52287045969751	6.81747990159627	0.00902829178910454	0.436300851578328
H3K27me3_Striata_PeakRegion_21588_chr15_59227000_59229799	-0.580117378049656	1.53237001233431	6.81397305764084	0.00904603727086826	0.436300851578328
H3K27me3_Striata_PeakRegion_18206_chr12_73331600_73335199	0.495996798758071	2.13188200994705	6.813165236184	0.0090501301021404	0.436300851578328
H3K27me3_Striata_PeakRegion_23656_chr17_42953600_42955399	-0.747394140387713	0.657071108919685	6.80306288182159	0.00910147414839744	0.437085742944509
H3K27me3_Striata_PeakRegion_14451_chr9_107394400_107403799	-0.447591617823925	3.4623889197536	6.80111506124366	0.0091114079699329	0.437085742944509
H3K27me3_Striata_PeakRegion_13507_chr9_43269000_43274799	-0.453934896107716	3.71905161034742	6.79997043863718	0.00911725068642005	0.437085742944509
H3K27me3_Striata_PeakRegion_428_chr1_75357200_75363799	-0.44462121478854	3.25007884813782	6.79314389712717	0.00915217647476324	0.437371022247475
H3K27me3_Striata_PeakRegion_20386_chr14_27049600_27051999	-0.646493107910678	1.13881170102366	6.79218045682243	0.00915711662583888	0.437371022247475
H3K27me3_Striata_PeakRegion_23837_chr17_49211400_49218199	-0.445993818421779	2.89875300906542	6.78729935348748	0.0091821870411879	0.437757796980256
H3K27me3_Striata_PeakRegion_24294_chr17_88342600_88345399	-0.572414938189225	1.57717013464534	6.78363655347245	0.0092010461396567	0.43784756832846
H3K27me3_Striata_PeakRegion_9721_chr7_19724000_19732999	-0.446087154771047	2.869383143097	6.78032871086096	0.00921811171339844	0.437851818254093
H3K27me3_Striata_PeakRegion_14114_chr9_78058000_78065199	-0.444102821889836	2.98153003676673	6.77632233568809	0.0092388245183781	0.438028974224279
H3K27me3_Striata_PeakRegion_16930_chr11_80300400_80301999	-0.806452025571832	0.41238307940812	6.77081452840071	0.00926737750259751	0.438133441208554
H3K27me3_Striata_PeakRegion_9695_chr7_18854800_18861399	-0.449206094779217	2.70090643294103	6.76878478507885	0.00927792265632604	0.438133441208554
H3K27me3_Striata_PeakRegion_17094_chr11_87760400_87766599	-0.444004730569946	2.97535851978537	6.76163174064103	0.00931518303657272	0.438133441208554
H3K27me3_Striata_PeakRegion_14537_chr9_114558800_114565399	-0.452179630540171	3.69999416321383	6.76013732044935	0.00932298684222633	0.438133441208554
H3K27me3_Striata_PeakRegion_3500_chr2_170563200_170569999	-0.451471549607611	2.63003792781888	6.75811077719791	0.00933358007267514	0.438133441208554
H3K27me3_Striata_PeakRegion_23411_chr17_28297200_28301199	-0.539381291080629	1.79632477808285	6.7517225592716	0.00936705358411237	0.438133441208554
H3K27me3_Striata_PeakRegion_14180_chr9_90161400_90167199	-0.443930830731149	2.9537110768607	6.75008235125257	0.00937566790318846	0.438133441208554
H3K27me3_Striata_PeakRegion_7977_chr5_143190600_143198399	-0.443516551679354	3.3620696874017	6.74859150023402	0.00938350484388356	0.438133441208554
H3K27me3_Striata_PeakRegion_11998_chr8_25572000_25574399	-0.594101895940209	1.42770159763745	6.74661356941314	0.00939391256933664	0.438133441208554
H3K27me3_Striata_PeakRegion_6130_chr4_138249800_138252799	-0.473367254333589	2.34116541630215	6.7423554753807	0.00941635849189758	0.438387578019896
H3K27me3_Striata_PeakRegion_2308_chr2_73789200_73792999	-0.463292589499793	2.45733161448632	6.72946262917707	0.0094846568459456	0.440771656523656
H3K27me3_Striata_PeakRegion_8766_chr6_87729200_87735799	-0.442029216989783	3.18437738090561	6.72162351260156	0.00952643152865519	0.441916766163803
H3K27me3_Striata_PeakRegion_20136_chr13_116533600_116539199	0.497946316699085	2.0904789075367	6.71587963637424	0.00955716028578058	0.442546280234924
H3K27me3_Striata_PeakRegion_2137_chr2_49569400_49572199	-0.596066041092816	1.40114852037884	6.70908671069	0.00959363237518713	0.443439007564205
H3K27me3_Striata_PeakRegion_1864_chr2_24761800_24764199	-0.552427852481025	1.68932542846839	6.70082997914767	0.00963815590104304	0.443956376177845
H3K27me3_Striata_PeakRegion_5190_chr4_58138000_58139999	-0.635504350247683	1.17142478922328	6.70062732603111	0.00963925134381178	0.443956376177845
H3K27me3_Striata_PeakRegion_10949_chr7_117380400_117384599	-0.447005504615132	2.68911482086122	6.68381980320304	0.00973055000528648	0.446400150084625
H3K27me3_Striata_PeakRegion_21132_chr14_99298000_99299599	-0.702842976452404	0.832184032192385	6.68347364526355	0.00973243962349332	0.446400150084625
H3K27me3_Striata_PeakRegion_3784_chr3_26998400_26999399	-0.665946505995958	1.00273483297433	6.67102206808132	0.00980066131842511	0.446400150084625
H3K27me3_Striata_PeakRegion_15790_chr10_127641800_127645599	-0.440397861592571	3.08765843834026	6.67082071848147	0.00980176852202257	0.446400150084625
H3K27me3_Striata_PeakRegion_2706_chr2_124815600_124824399	0.455115273138347	2.51003218379013	6.6682042454947	0.00981616793560923	0.446400150084625
H3K27me3_Striata_PeakRegion_6748_chr5_38685800_38691399	-0.493619927516874	2.13108967904969	6.66682914568722	0.00982374430404044	0.446400150084625
H3K27me3_Striata_PeakRegion_18124_chr12_56902000_56907399	-0.499002833485124	2.08320492192227	6.6663521054252	0.00982637404598791	0.446400150084625
H3K27me3_Striata_PeakRegion_11624_chr7_141644000_141652399	-0.456148181302333	3.86126846750761	6.66555450319107	0.00983077253598275	0.446400150084625
H3K27me3_Striata_PeakRegion_3102_chr2_153591400_153595199	-0.505995770530027	2.02877544052532	6.65812308631192	0.00987185123569661	0.447100261096798
H3K27me3_Striata_PeakRegion_23480_chr17_31333400_31340799	-0.441695166102964	2.88854127856627	6.65470351260695	0.00989081269462725	0.447100261096798
H3K27me3_Striata_PeakRegion_17429_chr11_102662200_102667999	-0.457055791397846	3.88602320995154	6.65285360146724	0.00990108596365552	0.447100261096798
H3K27me3_Striata_PeakRegion_5487_chr4_100776200_100778799	-0.494074184519583	2.12217118739302	6.65025598616093	0.00991552998400158	0.447100261096798
H3K27me3_Striata_PeakRegion_9136_chr6_120489600_120495599	-0.439605736381516	3.34505591184308	6.63521607282815	0.00999958485854155	0.448481694661416
H3K27me3_Striata_PeakRegion_14773_chr10_7388000_7394799	-0.533338696704317	5.03291847770498	6.63427880653583	0.0100048471521844	0.448481694661416
H3K27me3_Striata_PeakRegion_7397_chr5_116590600_116597399	-0.438863291831976	3.09936155743336	6.62754818285731	0.0100427197997369	0.448481694661416
H3K27me3_Striata_PeakRegion_17899_chr12_17647400_17654799	-0.438860476745855	2.97224207549389	6.61887975380802	0.0100917129165799	0.448481694661416
H3K27me3_Striata_PeakRegion_781_chr1_119291800_119294399	-0.579673537570118	1.48219090924148	6.61843319954525	0.0100942434233905	0.448481694661416
H3K27me3_Striata_PeakRegion_15781_chr10_127077200_127081999	-0.438937726609156	3.02913358224605	6.61840920598878	0.0100943794070429	0.448481694661416
H3K27me3_Striata_PeakRegion_9687_chr7_18736400_18742199	-0.461084048538812	2.43538295824735	6.61721699758075	0.0101011386219829	0.448481694661416
H3K27me3_Striata_PeakRegion_10161_chr7_44102400_44110199	-0.440964594119008	2.8403362107413	6.6151256663427	0.01011300661503	0.448481694661416
H3K27me3_Striata_PeakRegion_11141_chr7_126846400_126852199	-0.463595477958966	4.04896315620609	6.61400583298351	0.0101193673774055	0.448481694661416
H3K27me3_Striata_PeakRegion_14649_chr9_119190000_119194399	-0.463681943546724	2.39941919473129	6.61388558398197	0.010120050647214	0.448481694661416
H3K27me3_Striata_PeakRegion_9790_chr7_27406400_27409399	-0.557048391990088	1.62986338671462	6.60284730077057	0.01018297340535	0.450400552071775
H3K27me3_Striata_PeakRegion_20155_chr13_120046600_120046999	-0.539659003917626	1.74934553541861	6.60017348138394	0.0101982755276798	0.450400552071775
H3K27me3_Striata_PeakRegion_4603_chr3_129868200_129871799	-0.564296654263598	1.57614062584742	6.59125085974622	0.0102495100080572	0.451301766054592
H3K27me3_Striata_PeakRegion_14476_chr9_108972200_108976199	-0.500044491973614	2.05162728412974	6.58959096247005	0.010259070357914	0.451301766054592
H3K27me3_Striata_PeakRegion_10250_chr7_48990800_48995999	-0.447665756839925	2.60043927787099	6.58589046098502	0.0102804167026016	0.451301766054592
H3K27me3_Striata_PeakRegion_13113_chr8_121726400_121734199	-0.437964071082778	3.35102622432809	6.58446140502345	0.0102886723960957	0.451301766054592
H3K27me3_Striata_PeakRegion_22858_chr16_64873400_64877199	0.501747998771538	2.0179892344036	6.57722076530053	0.0103306063501391	0.451723439644813
H3K27me3_Striata_PeakRegion_11784_chr8_9905000_9906599	-0.669298883127261	0.968289464959176	6.57675431318046	0.0103333137946045	0.451723439644813
H3K27me3_Striata_PeakRegion_17716_chr11_118519800_118528399	-0.439419235489599	2.82266652048748	6.54723153032348	0.0105061627227027	0.457910594356327
H3K27me3_Striata_PeakRegion_11995_chr8_25544400_25547199	-0.596952657509183	1.35333381687834	6.54652171453246	0.0105103548332408	0.457910594356327
H3K27me3_Striata_PeakRegion_25459_chr19_34983800_34987999	-0.490970051625857	2.10799330375571	6.53505004017718	0.0105783439383336	0.459503538451337
H3K27me3_Striata_PeakRegion_24619_chr18_52525800_52531799	-0.503793211585965	4.69421229629312	6.53287679024608	0.0105912748580566	0.459503538451337
H3K27me3_Striata_PeakRegion_6088_chr4_136417600_136430999	-0.45599050616352	3.95478620099852	6.53135072987514	0.0106003646626297	0.459503538451337
H3K27me3_Striata_PeakRegion_25942_chrX_52161800_52167799	-0.439083022725454	3.4994764481776	6.5210138441527	0.0106621461559282	0.460685207063216
H3K27me3_Striata_PeakRegion_19620_chr13_64247800_64249399	-0.583165058262335	1.42961973807379	6.51684277706164	0.0106871802510905	0.460685207063216
H3K27me3_Striata_PeakRegion_15869_chr11_5896000_5902599	-0.43528854090035	3.25154626784132	6.51342581920721	0.0107077332188726	0.460685207063216
H3K27me3_Striata_PeakRegion_15368_chr10_84751400_84761199	-0.502759279983172	4.68970945244123	6.51338723908746	0.0107079655092244	0.460685207063216
H3K27me3_Striata_PeakRegion_3994_chr3_52120600_52122999	-0.728892779426092	0.666641146422419	6.51189859769006	0.0107169325464458	0.460685207063216
H3K27me3_Striata_PeakRegion_3069_chr2_152088200_152098999	-0.454940758959047	3.94777573484984	6.50826477020364	0.0107388537706718	0.460859428374655
H3K27me3_Striata_PeakRegion_12663_chr8_95976600_95981999	0.48816462208994	2.10395816245151	6.49872004163714	0.0107966520932182	0.461811344317487
H3K27me3_Striata_PeakRegion_11365_chr7_134224200_134225999	-0.612026797945441	1.24965842326082	6.49617331013726	0.0108121277462663	0.461811344317487
H3K27me3_Striata_PeakRegion_12854_chr8_110525400_110528799	-0.532754165726628	1.76535084766587	6.4923508055285	0.0108353985747101	0.461811344317487
H3K27me3_Striata_PeakRegion_21177_chr14_117901600_117909799	-0.434275418790658	3.03563435374766	6.48728699670662	0.010866305413029	0.461811344317487
H3K27me3_Striata_PeakRegion_23342_chr17_25250000_25258199	-0.440190756511623	3.59732562702952	6.48513531976187	0.0108794654870407	0.461811344317487
H3K27me3_Striata_PeakRegion_6793_chr5_52565000_52565999	-0.7951412456552	0.386004922197467	6.47733532225199	0.0109273090107879	0.461811344317487
H3K27me3_Striata_PeakRegion_21524_chr15_41151000_41157399	0.452303545995402	2.46239821655963	6.47534530277719	0.0109395498899698	0.461811344317487
H3K27me3_Striata_PeakRegion_9741_chr7_24431400_24439399	-0.441367111344115	3.67337702416001	6.46450271296657	0.0110064917033135	0.461811344317487
H3K27me3_Striata_PeakRegion_225_chr1_53784000_53786799	-0.468614115068336	2.28588874234029	6.46401517542828	0.0110095115999387	0.461811344317487
H3K27me3_Striata_PeakRegion_14789_chr10_12865200_12871799	-0.490513434980916	4.55013866760981	6.45898662975037	0.0110407089790074	0.461811344317487
H3K27me3_Striata_PeakRegion_7582_chr5_123496600_123505399	-0.443229894935456	3.74230990857372	6.45840084124705	0.0110443491375054	0.461811344317487
H3K27me3_Striata_PeakRegion_7782_chr5_135849800_135858799	-0.453052558773039	3.94798543331869	6.45630875178464	0.0110573596822223	0.461811344317487
H3K27me3_Striata_PeakRegion_15711_chr10_120603000_120609999	-0.436035509178501	3.46953211480681	6.45556309675961	0.0110620006543438	0.461811344317487
H3K27me3_Striata_PeakRegion_6442_chr4_156128600_156136599	-0.432982676183403	3.25899556822475	6.45081591586252	0.0110915941093226	0.461811344317487
H3K27me3_Striata_PeakRegion_5276_chr4_65705000_65711799	0.439853296836107	2.62025699972019	6.44657870627665	0.0111180770639699	0.461811344317487
H3K27me3_Striata_PeakRegion_23752_chr17_47547200_47552599	-0.487911144208591	2.10349033940439	6.44485453537312	0.0111288718568869	0.461811344317487
H3K27me3_Striata_PeakRegion_12713_chr8_105169200_105174999	-0.435861567291413	3.47586298857127	6.44182107520579	0.0111478900397484	0.461811344317487
H3K27me3_Striata_PeakRegion_19580_chr13_60225800_60231799	-0.436878061296464	2.75409441648738	6.43613353579624	0.0111836378224871	0.461811344317487
H3K27me3_Striata_PeakRegion_19965_chr13_99027400_99032599	-0.435928364583876	2.79894318127875	6.43565193302485	0.0111866702280645	0.461811344317487
H3K27me3_Striata_PeakRegion_17717_chr11_118529400_118552399	-0.479388712396985	4.40380913377323	6.43392216206106	0.0111975686676891	0.461811344317487
H3K27me3_Striata_PeakRegion_13532_chr9_44042800_44047599	-0.458317756561939	2.38961541779582	6.43378668791772	0.0111984226838615	0.461811344317487
H3K27me3_Striata_PeakRegion_18644_chr12_107749400_107762599	-0.445021477126467	3.79898815638543	6.430774415448	0.0112174290399184	0.461811344317487
H3K27me3_Striata_PeakRegion_720_chr1_96613600_96614799	-0.772847264324484	0.458348370716817	6.43068540942282	0.0112179911391763	0.461811344317487
H3K27me3_Striata_PeakRegion_25197_chr19_6312800_6324799	-0.438085296555477	3.59262018621045	6.42765136821246	0.0112371692990785	0.461811344317487
H3K27me3_Striata_PeakRegion_16163_chr11_35999400_36002399	-0.560138734365024	1.55427945706215	6.42444115782313	0.0112574976600811	0.461811344317487
H3K27me3_Striata_PeakRegion_22881_chr16_85898000_85901799	-0.433300678481551	2.94237128350924	6.42231506258855	0.0112709817325602	0.461811344317487
H3K27me3_Striata_PeakRegion_6918_chr5_73404400_73407599	-0.469533247750665	2.26210259372237	6.42169837428736	0.0112748959792435	0.461811344317487
H3K27me3_Striata_PeakRegion_24470_chr18_32556200_32562599	-0.432336265918943	3.32028230904075	6.41928404427769	0.011290233652107	0.461811344317487
H3K27me3_Striata_PeakRegion_18649_chr12_107998200_108006999	-0.438766504870412	3.62890609329973	6.41871295402718	0.0112938647851465	0.461811344317487
H3K27me3_Striata_PeakRegion_18768_chr12_113282000_113297199	-0.481667752633386	4.45089875119579	6.41485401860412	0.0113184322826252	0.461811344317487
H3K27me3_Striata_PeakRegion_19802_chr13_72992000_72997199	-0.455081255645495	2.42190407907519	6.41237629506189	0.0113342353504468	0.461811344317487
H3K27me3_Striata_PeakRegion_19446_chr13_55480000_55489599	-0.441572075692136	3.74624660924854	6.40453296737436	0.011384410027983	0.461811344317487
H3K27me3_Striata_PeakRegion_6515_chr5_25024000_25029599	-0.449212953729334	2.4892450811092	6.3973844345194	0.0114303385914943	0.461811344317487
H3K27me3_Striata_PeakRegion_17856_chr12_12902200_12908199	-0.451123706973272	2.4666928904211	6.394859199959	0.0114466083759454	0.461811344317487
H3K27me3_Striata_PeakRegion_12691_chr8_104167200_104174999	-0.446280088694186	3.85197895387103	6.39419168434305	0.0114509130701088	0.461811344317487
H3K27me3_Striata_PeakRegion_14682_chr9_120273000_120276599	-0.518018516731086	1.8523021157085	6.39091187756701	0.0114720881364683	0.461811344317487
H3K27me3_Striata_PeakRegion_17886_chr12_17434400_17449999	-0.442040170732873	3.76649789838381	6.38965700634523	0.0114802004546531	0.461811344317487
H3K27me3_Striata_PeakRegion_13355_chr9_30842400_30852799	-0.430917487282189	3.21538525558237	6.38916593937392	0.0114833766393756	0.461811344317487
H3K27me3_Striata_PeakRegion_6233_chr4_142928600_142935199	-0.443248560547422	2.56374327667056	6.3841586432127	0.0115158149972362	0.461811344317487
H3K27me3_Striata_PeakRegion_6916_chr5_72994400_72995799	0.652673302454854	0.96510708398201	6.38401965842802	0.0115167167114365	0.461811344317487
H3K27me3_Striata_PeakRegion_1718_chr2_3871600_3873599	-0.560193792650407	1.54147860348617	6.38351378853881	0.0115199993378485	0.461811344317487
H3K27me3_Striata_PeakRegion_17490_chr11_106357600_106359599	-0.690446440358794	0.810089900711991	6.37968545722207	0.0115448728160334	0.461811344317487
H3K27me3_Striata_PeakRegion_7174_chr5_103691800_103694399	-0.486133058959761	2.10304837983511	6.37746458088277	0.0115593275802623	0.461811344317487
H3K27me3_Striata_PeakRegion_22859_chr16_65104800_65105799	-0.64682139842713	1.02677804519095	6.37403299776437	0.0115816988746061	0.461811344317487
H3K27me3_Striata_PeakRegion_20597_chr14_46551400_46553399	-0.660593631030301	0.954599385725601	6.37102633775769	0.0116013365259662	0.461811344317487
H3K27me3_Striata_PeakRegion_12687_chr8_104068800_104071199	-0.612529869637216	1.2108872483218	6.3696518927331	0.0116103249356291	0.461811344317487
H3K27me3_Striata_PeakRegion_12097_chr8_34063000_34063999	-0.944073737565014	-0.138250246450862	6.36867815016757	0.0116166972119036	0.461811344317487
H3K27me3_Striata_PeakRegion_24751_chr18_62932000_62941599	-0.430581361963556	3.36966990360158	6.36809952203926	0.0116204855172941	0.461811344317487
H3K27me3_Striata_PeakRegion_8937_chr6_99690000_99697599	-0.436201085479243	2.67740961673973	6.36392543666741	0.011647851050253	0.462186729674038
