Peak.ID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Entrez.ID	Nearest.Unigene	Nearest.Refseq	Nearest.Ensembl	Gene.Name	Gene.Alias	Gene.Description	Gene.Type
Htt_PeakRegion_07446	chr14	9802452	9802632	+	0	NA	intron (ENSMUST00000179394, intron 3 of 5)	-intron (ENSMUST00000160340, intron 7 of 9)	-60560	ENSMUST00000162465	ENSMUSG00000089795	ENSMUST00000162465	NA	ENSMUSG00000089795	Hmgb3-ps	NA	Hmgb3 retrotransposed pseudogene [Source:MGI Symbol;Acc:MGI:4414963]	processed_pseudogene
Htt_PeakRegion_08157	chr15	101231024	101231258	+	0	NA	intron (ENSMUST00000000543, intron 7 of 7)	-intron (ENSMUST00000000543, intron 7 of 7)	6934	ENSMUST00000000543	ENSMUSG00000000531	ENSMUST00000000543	NA	ENSMUSG00000000531	Grasp	NA	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein [Source:MGI Symbol;Acc:MGI:1860303]	protein_coding
Htt_PeakRegion_04400	chr8	77448056	77448208	+	0	NA	intron (ENSMUST00000076316, intron 3 of 22)	-intron (ENSMUST00000076316, intron 3 of 22)	-68924	ENSMUST00000184762	ENSMUSG00000097882	ENSMUST00000181420	NA	ENSMUSG00000097882	0610038B21Rik	NA	RIKEN cDNA 0610038B21 gene [Source:MGI Symbol;Acc:MGI:1917595]	antisense
Htt_PeakRegion_04731	chr9	42416202	42416589	+	0	NA	intron (ENSMUST00000138506, intron 7 of 7)	-intron (ENSMUST00000066148, intron 7 of 7)	11843	ENSMUST00000142775	ENSMUSG00000037287	ENSMUST00000142775	NA	ENSMUSG00000037287	Tbcel	NA	tubulin folding cofactor E-like [Source:MGI Symbol;Acc:MGI:1925543]	protein_coding
Htt_PeakRegion_08242	chr16	11122327	11122613	+	0	NA	intron (ENSMUST00000155221, intron 2 of 3)	-intron (ENSMUST00000038424, intron 3 of 11)	267	ENSMUST00000131012	ENSMUSG00000022498	ENSMUST00000038424	NA	ENSMUSG00000022498	Txndc11	NA	thioredoxin domain containing 11 [Source:MGI Symbol;Acc:MGI:1923620]	protein_coding
Htt_PeakRegion_09634	chrX	167206079	167208817	+	0	NA	exon (ENSMUST00000112172, exon 3 of 3)	-exon (ENSMUST00000112172, exon 3 of 3)	1379	ENSMUST00000112175	ENSMUSG00000049775	ENSMUST00000112176	NA	ENSMUSG00000049775	Tmsb4x	NA	thymosin, beta 4, X chromosome [Source:MGI Symbol;Acc:MGI:99510]	protein_coding
Htt_PeakRegion_09487	chr19	38292212	38292377	+	0	NA	intron (ENSMUST00000130039, intron 3 of 5)	-intron (ENSMUST00000087252, intron 4 of 7)	26884	ENSMUST00000130039	ENSMUSG00000067242	ENSMUST00000134832	NA	ENSMUSG00000067242	Lgi1	NA	leucine-rich repeat LGI family, member 1 [Source:MGI Symbol;Acc:MGI:1861691]	protein_coding
Htt_PeakRegion_00198	chr1	80297262	80298184	+	0	NA	intron (ENSMUST00000170897, intron 3 of 5)	-intron (ENSMUST00000163119, intron 3 of 15)	-20282	ENSMUST00000168372	ENSMUSG00000004364	ENSMUST00000167293	NA	ENSMUSG00000004364	Cul3	NA	cullin 3 [Source:MGI Symbol;Acc:MGI:1347360]	protein_coding
Htt_PeakRegion_09254	chr18	82634410	82635911	+	0	NA	intron (ENSMUST00000183048, intron 15 of 31)	-intron (ENSMUST00000171071, intron 13 of 29)	5057	ENSMUST00000182759	ENSMUSG00000041258	ENSMUST00000183048	NA	ENSMUSG00000041258	Zfp236	NA	zinc finger protein 236 [Source:MGI Symbol;Acc:MGI:1926950]	protein_coding
Htt_PeakRegion_00766	chr2	38277217	38277460	+	0	NA	intron (ENSMUST00000150896, intron 1 of 9)	-intron (ENSMUST00000102787, intron 1 of 21)	-8917	ENSMUST00000132692	ENSMUSG00000087294	ENSMUST00000132692	NA	ENSMUSG00000087294	Gm13556	NA	predicted gene 13556 [Source:MGI Symbol;Acc:MGI:3651929]	antisense
Htt_PeakRegion_00212	chr1	86180768	86181048	+	0	NA	intron (ENSMUST00000155168, intron 9 of 18)	-intron (ENSMUST00000027434, intron 9 of 24)	-15482	ENSMUST00000150059	ENSMUSG00000062590	ENSMUST00000134858	NA	ENSMUSG00000062590	Armc9	NA	armadillo repeat containing 9 [Source:MGI Symbol;Acc:MGI:1926045]	protein_coding
Htt_PeakRegion_09505	chr19	43578019	43578146	+	0	NA	Intergenic	Intergenic	32543	ENSMUST00000172872	ENSMUSG00000092250	ENSMUST00000172872	NA	ENSMUSG00000092250	Gm20467	NA	predicted gene 20467 [Source:MGI Symbol;Acc:MGI:5141932]	lincRNA
Htt_PeakRegion_05105	chr9	108167906	108168328	+	0	NA	intron (ENSMUST00000035208, intron 1 of 11)	-intron (ENSMUST00000035208, intron 1 of 11)	7838	ENSMUST00000191845	ENSMUSG00000103658	ENSMUST00000191845	NA	ENSMUSG00000103658	Gm37201	NA	predicted gene, 37201 [Source:MGI Symbol;Acc:MGI:5610429]	processed_pseudogene
Htt_PeakRegion_00491	chr1	181171370	181177270	+	0	NA	exon (ENSMUST00000162819, exon 14 of 14)	-exon (ENSMUST00000162819, exon 14 of 14)	9419	ENSMUST00000159290	ENSMUSG00000038733	ENSMUST00000036329	NA	ENSMUSG00000038733	Wdr26	NA	WD repeat domain 26 [Source:MGI Symbol;Acc:MGI:1923825]	protein_coding
Htt_PeakRegion_05241	chr10	5355121	5356835	+	0	NA	intron (ENSMUST00000041639, intron 20 of 31)	-intron (ENSMUST00000041639, intron 20 of 31)	-1195	ENSMUST00000104408	ENSMUSG00000094906	ENSMUST00000104408	NA	ENSMUSG00000094906	Gm23573	NA	predicted gene, 23573 [Source:MGI Symbol;Acc:MGI:5453350]	snRNA
Htt_PeakRegion_08009	chr15	80251499	80260714	+	0	NA	intron (ENSMUST00000109605, intron 1 of 2)	-intron (ENSMUST00000109605, intron 1 of 2)	922	ENSMUST00000109605	ENSMUSG00000042406	ENSMUST00000109605	NA	ENSMUSG00000042406	Atf4	NA	activating transcription factor 4 [Source:MGI Symbol;Acc:MGI:88096]	protein_coding
Htt_PeakRegion_06739	chr12	21358218	21358262	+	0	NA	intron (ENSMUST00000142092, intron 2 of 5)	-intron (ENSMUST00000064536, intron 2 of 18)	3886	ENSMUST00000158372	ENSMUSG00000088997	ENSMUST00000158372	NA	ENSMUSG00000088997	Gm22766	NA	predicted gene, 22766 [Source:MGI Symbol;Acc:MGI:5452543]	snRNA
Htt_PeakRegion_05228	chr10	4408000	4408977	+	0	NA	promoter-TSS (ENSMUST00000128434)	-promoter-TSS (ENSMUST00000128434)	-383	ENSMUST00000140660	ENSMUSG00000019763	ENSMUST00000131853	NA	ENSMUSG00000019763	Rmnd1	NA	required for meiotic nuclear division 1 homolog [Source:MGI Symbol;Acc:MGI:1913334]	protein_coding
Htt_PeakRegion_03591	chr7	19198403	19199821	+	0	NA	intron (ENSMUST00000148246, intron 11 of 16)	-intron (ENSMUST00000048502, intron 11 of 18)	-13426	ENSMUST00000060225	ENSMUSG00000044317	ENSMUST00000060225	NA	ENSMUSG00000044317	Gpr4	NA	G protein-coupled receptor 4 [Source:MGI Symbol;Acc:MGI:2441992]	protein_coding
Htt_PeakRegion_05690	chr10	127264468	127264639	+	0	NA	Intergenic	Intergenic	-1190	ENSMUST00000099172	ENSMUSG00000074657	ENSMUST00000099172	NA	ENSMUSG00000074657	Kif5a	NA	kinesin family member 5A [Source:MGI Symbol;Acc:MGI:109564]	protein_coding
Htt_PeakRegion_07947	chr15	76436537	76436718	+	0	NA	intron (ENSMUST00000161683, intron 13 of 24)	-intron (ENSMUST00000092595, intron 29 of 30)	3413	ENSMUST00000183412	ENSMUSG00000099260	ENSMUST00000183412	NA	ENSMUSG00000099260	Mir6954	NA	microRNA 6954 [Source:MGI Symbol;Acc:MGI:5531152]	miRNA
Htt_PeakRegion_01674	chr3	102021222	102021406	+	0	NA	Intergenic	Intergenic	11169	ENSMUST00000066187	ENSMUSG00000048540	ENSMUST00000066187	NA	ENSMUSG00000048540	Nhlh2	NA	nescient helix loop helix 2 [Source:MGI Symbol;Acc:MGI:97324]	protein_coding
Htt_PeakRegion_08676	chr17	25801430	25802669	+	0	NA	intron (ENSMUST00000180868, intron 1 of 1)	-intron (ENSMUST00000180868, intron 1 of 1)	-4913	ENSMUST00000002344	ENSMUSG00000002274	ENSMUST00000165838	NA	ENSMUSG00000002274	Metrn	NA	meteorin, glial cell differentiation regulator [Source:MGI Symbol;Acc:MGI:1917333]	protein_coding
Htt_PeakRegion_02199	chr4	133700370	133700894	+	0	NA	intron (ENSMUST00000145664, intron 4 of 19)	-intron (ENSMUST00000008024, intron 4 of 19)	20144	ENSMUST00000168582	ENSMUSG00000007880	ENSMUST00000168582	NA	ENSMUSG00000007880	Arid1a	NA	AT rich interactive domain 1A (SWI-like) [Source:MGI Symbol;Acc:MGI:1935147]	protein_coding
Htt_PeakRegion_07126	chr13	16846326	16846345	+	0	NA	Intergenic	Intergenic	13137	ENSMUST00000157247	ENSMUSG00000087872	ENSMUST00000157247	NA	ENSMUSG00000087872	Gm26098	NA	predicted gene, 26098 [Source:MGI Symbol;Acc:MGI:5455875]	misc_RNA
Htt_PeakRegion_02214	chr4	135406640	135408315	+	0	NA	Intergenic	Intergenic	-3821	ENSMUST00000120372	ENSMUSG00000081136	ENSMUST00000120372	NA	ENSMUSG00000081136	Gm12990	NA	predicted gene 12990 [Source:MGI Symbol;Acc:MGI:3651107]	processed_pseudogene
Htt_PeakRegion_01368	chr3	8246290	8246423	+	0	NA	Intergenic	Intergenic	32024	ENSMUST00000195642	ENSMUSG00000103725	ENSMUST00000195642	NA	ENSMUSG00000103725	Gm7103	NA	predicted gene 7103 [Source:MGI Symbol;Acc:MGI:3646860]	processed_pseudogene
Htt_PeakRegion_02890	chr5	129782772	129783750	+	0	NA	intron (ENSMUST00000178244, intron 1 of 1)	-intron (ENSMUST00000031399, intron 1 of 7)	3714	ENSMUST00000136507	ENSMUSG00000029446	ENSMUST00000136280	NA	ENSMUSG00000029446	Psph	NA	phosphoserine phosphatase [Source:MGI Symbol;Acc:MGI:97788]	protein_coding
Htt_PeakRegion_06808	chr12	51386754	51387209	+	0	NA	intron (ENSMUST00000021335, intron 2 of 24)	-intron (ENSMUST00000021335, intron 2 of 24)	9401	ENSMUST00000021335	ENSMUSG00000020952	ENSMUST00000021335	NA	ENSMUSG00000020952	Scfd1	NA	Sec1 family domain containing 1 [Source:MGI Symbol;Acc:MGI:1924233]	protein_coding
Htt_PeakRegion_04992	chr9	85058843	85058983	+	0	NA	Intergenic	Intergenic	-45852	ENSMUST00000191502	ENSMUSG00000101673	ENSMUST00000191502	NA	ENSMUSG00000101673	Gm28070	NA	predicted gene 28070 [Source:MGI Symbol;Acc:MGI:5578776]	processed_pseudogene
Htt_PeakRegion_07034	chr12	109689061	109692413	+	0	NA	Intergenic	Intergenic	1260	ENSMUST00000158195	ENSMUSG00000088820	ENSMUST00000158195	NA	ENSMUSG00000088820	Gm25224	NA	predicted gene, 25224 [Source:MGI Symbol;Acc:MGI:5455001]	snoRNA
Htt_PeakRegion_01780	chr3	136820153	136821874	+	0	NA	intron (ENSMUST00000070198, intron 2 of 12)	-intron (ENSMUST00000056758, intron 2 of 13)	-13680	ENSMUST00000124777	ENSMUSG00000028161	ENSMUST00000056758	NA	ENSMUSG00000028161	Ppp3ca	NA	protein phosphatase 3, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:107164]	protein_coding
Htt_PeakRegion_07435	chr13	119598970	119599158	+	0	NA	intron (ENSMUST00000099147, intron 3 of 3)	-intron (ENSMUST00000099147, intron 3 of 3)	-7586	ENSMUST00000178948	ENSMUSG00000094114	ENSMUST00000178948	NA	ENSMUSG00000094114	NA	NA	NA	NA
Htt_PeakRegion_07214	chr13	48807173	48807312	+	0	NA	intron (ENSMUST00000035540, intron 18 of 21)	-intron (ENSMUST00000035540, intron 18 of 21)	63643	ENSMUST00000035540	ENSMUSG00000038025	ENSMUST00000035540	NA	ENSMUSG00000038025	Phf2	NA	PHD finger protein 2 [Source:MGI Symbol;Acc:MGI:1338034]	protein_coding
Htt_PeakRegion_01291	chr2	165356427	165356479	+	0	NA	intron (ENSMUST00000141140, intron 5 of 5)	-intron (ENSMUST00000073062, intron 3 of 3)	2948	ENSMUST00000136482	ENSMUSG00000056824	ENSMUST00000136482	NA	ENSMUSG00000056824	Zfp663	NA	zinc finger protein 663 [Source:MGI Symbol;Acc:MGI:2685854]	protein_coding
Htt_PeakRegion_04301	chr8	50646800	50646977	+	0	NA	Intergenic	Intergenic	83647	ENSMUST00000157144	ENSMUSG00000087769	ENSMUST00000157144	NA	ENSMUSG00000087769	Gm23986	NA	predicted gene, 23986 [Source:MGI Symbol;Acc:MGI:5453763]	snRNA
Htt_PeakRegion_04259	chr8	32667394	32667543	+	0	NA	Intergenic	Intergenic	-190139	ENSMUST00000084017	ENSMUSG00000065950	ENSMUST00000084017	NA	ENSMUSG00000065950	NA	NA	NA	NA
Htt_PeakRegion_02126	chr4	126748865	126749573	+	0	NA	intron (ENSMUST00000127079, intron 3 of 6)	-intron (ENSMUST00000030637, intron 3 of 6)	4190	ENSMUST00000030637	ENSMUSG00000028833	ENSMUST00000106116	NA	ENSMUSG00000028833	Ncdn	NA	neurochondrin [Source:MGI Symbol;Acc:MGI:1347351]	protein_coding
Htt_PeakRegion_03602	chr7	19630344	19633619	+	0	NA	exon (ENSMUST00000055242, exon 14 of 14)	-exon (ENSMUST00000055242, exon 14 of 14)	-2543	ENSMUST00000049912	ENSMUSG00000002983	ENSMUST00000137615	NA	ENSMUSG00000002983	Relb	NA	avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]	protein_coding
Htt_PeakRegion_02435	chr5	24719674	24721258	+	0	NA	intron (ENSMUST00000142607, intron 2 of 4)	-intron (ENSMUST00000068693, intron 2 of 5)	-4885	ENSMUST00000127320	ENSMUSG00000055235	ENSMUST00000127320	NA	ENSMUSG00000055235	Wdr86	NA	WD repeat domain 86 [Source:MGI Symbol;Acc:MGI:1915466]	protein_coding
Htt_PeakRegion_02034	chr4	108855814	108856033	+	0	NA	intron (ENSMUST00000030296, intron 3 of 6)	-intron (ENSMUST00000030296, intron 3 of 6)	-1569	ENSMUST00000154017	ENSMUSG00000028567	ENSMUST00000154017	NA	ENSMUSG00000028567	Txndc12	NA	thioredoxin domain containing 12 (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1913323]	protein_coding
Htt_PeakRegion_07890	chr15	47831931	47832100	+	0	NA	intron (ENSMUST00000162830, intron 31 of 70)	-intron (ENSMUST00000100670, intron 31 of 70)	31342	ENSMUST00000104564	ENSMUSG00000077752	ENSMUST00000104564	NA	ENSMUSG00000077752	Gm23530	NA	predicted gene, 23530 [Source:MGI Symbol;Acc:MGI:5453307]	snoRNA
Htt_PeakRegion_04377	chr8	71173291	71173384	+	0	NA	Intergenic	Intergenic	53995	ENSMUST00000184911	ENSMUSG00000098594	ENSMUST00000184911	NA	ENSMUSG00000098594	Gm27628	NA	predicted gene, 27628 [Source:MGI Symbol;Acc:MGI:5531010]	miRNA
Htt_PeakRegion_01412	chr3	28373116	28373538	+	0	NA	intron (ENSMUST00000162777, intron 2 of 30)	-intron (ENSMUST00000159236, intron 2 of 30)	-36104	ENSMUST00000161423	ENSMUSG00000027692	ENSMUST00000161964	NA	ENSMUSG00000027692	Tnik	NA	TRAF2 and NCK interacting kinase [Source:MGI Symbol;Acc:MGI:1916264]	protein_coding
Htt_PeakRegion_08500	chr16	91766690	91767098	+	0	NA	intron (ENSMUST00000139890, intron 1 of 1)	-intron (ENSMUST00000056482, intron 1 of 28)	-15267	ENSMUST00000135057	ENSMUSG00000022957	ENSMUST00000131983	NA	ENSMUSG00000022957	Itsn1	NA	intersectin 1 (SH3 domain protein 1A) [Source:MGI Symbol;Acc:MGI:1338069]	protein_coding
Htt_PeakRegion_07199	chr13	46676128	46681720	+	0	NA	TTS (ENSMUST00000021803)	-TTS (ENSMUST00000021803)	3028	ENSMUST00000182156	ENSMUSG00000021374	ENSMUST00000182156	NA	ENSMUSG00000021374	Nup153	NA	nucleoporin 153 [Source:MGI Symbol;Acc:MGI:2385621]	protein_coding
Htt_PeakRegion_00186	chr1	75522360	75522609	+	0	NA	intron (ENSMUST00000140963, intron 1 of 22)	-intron (ENSMUST00000027414, intron 2 of 24)	673	ENSMUST00000129652	ENSMUSG00000026213	ENSMUST00000113553	NA	ENSMUSG00000026213	Stk11ip	NA	serine/threonine kinase 11 interacting protein [Source:MGI Symbol;Acc:MGI:1918978]	protein_coding
Htt_PeakRegion_04639	chr9	17362423	17362620	+	0	NA	Intergenic	Intergenic	332476	ENSMUST00000164523	ENSMUSG00000090602	ENSMUST00000164523	NA	ENSMUSG00000090602	Gm5611	NA	predicted gene 5611 [Source:MGI Symbol;Acc:MGI:3647121]	processed_pseudogene
Htt_PeakRegion_02947	chr5	136953593	136954805	+	0	NA	intron (ENSMUST00000111097, intron 1 of 3)	-intron (ENSMUST00000111094, intron 1 of 4)	793	ENSMUST00000111097	ENSMUSG00000019054	ENSMUST00000111097	NA	ENSMUSG00000019054	Fis1	NA	fission, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:1913687]	protein_coding
Htt_PeakRegion_00390	chr1	159235304	159235350	+	0	NA	promoter-TSS (ENSMUST00000193750)	-promoter-TSS (ENSMUST00000193750)	-383	ENSMUST00000193750	ENSMUSG00000103572	ENSMUST00000193750	NA	ENSMUSG00000103572	Gm37115	NA	predicted gene, 37115 [Source:MGI Symbol;Acc:MGI:5610343]	TEC
Htt_PeakRegion_01869	chr4	19670465	19671044	+	0	NA	intron (ENSMUST00000108246, intron 5 of 24)	-intron (ENSMUST00000035982, intron 3 of 22)	7694	ENSMUST00000035982	ENSMUSG00000041058	ENSMUST00000108246	NA	ENSMUSG00000041058	Wwp1	NA	WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1861728]	protein_coding
Htt_PeakRegion_06309	chr11	97743963	97744114	+	0	NA	promoter-TSS (ENSMUST00000184148)	-promoter-TSS (ENSMUST00000184148)	666	ENSMUST00000018691	ENSMUSG00000018547	ENSMUST00000018691	NA	ENSMUSG00000018547	Pip4k2b	NA	phosphatidylinositol-5-phosphate 4-kinase, type II, beta [Source:MGI Symbol;Acc:MGI:1934234]	protein_coding
Htt_PeakRegion_06251	chr11	91594373	91594892	+	0	NA	Intergenic	Intergenic	-17074	ENSMUST00000061019	ENSMUSG00000046755	ENSMUST00000061019	NA	ENSMUSG00000046755	Kif2b	NA	kinesin family member 2B [Source:MGI Symbol;Acc:MGI:1920720]	protein_coding
Htt_PeakRegion_00032	chr1	25777667	25777841	+	0	NA	exon (ENSMUST00000192448, exon 1 of 1)	-exon (ENSMUST00000192448, exon 1 of 1)	2552	ENSMUST00000192448	ENSMUSG00000103924	ENSMUST00000192448	NA	ENSMUSG00000103924	Gm37895	NA	predicted gene, 37895 [Source:MGI Symbol;Acc:MGI:5611123]	TEC
Htt_PeakRegion_00067	chr1	38252261	38252729	+	0	NA	intron (ENSMUST00000095027, intron 10 of 21)	-intron (ENSMUST00000039827, intron 11 of 22)	12795	ENSMUST00000133299	ENSMUSG00000085391	ENSMUST00000127620	NA	ENSMUSG00000085391	Gm16150	NA	predicted gene 16150 [Source:MGI Symbol;Acc:MGI:3801827]	antisense
Htt_PeakRegion_01160	chr2	146215165	146215741	+	0	NA	TTS (ENSMUST00000133433)	-TTS (ENSMUST00000133433)	840	ENSMUST00000167179	ENSMUSG00000037143	ENSMUST00000155214	NA	ENSMUSG00000037143	Cfap61	NA	cilia and flagella associated protein 61 [Source:MGI Symbol;Acc:MGI:1926024]	protein_coding
Htt_PeakRegion_02446	chr5	29779747	29779901	+	0	NA	intron (ENSMUST00000140376, intron 3 of 3)	-intron (ENSMUST00000008733, intron 8 of 9)	14634	ENSMUST00000139126	ENSMUSG00000029131	ENSMUST00000008733	NA	ENSMUSG00000029131	Dnajb6	NA	DnaJ heat shock protein family (Hsp40) member B6 [Source:MGI Symbol;Acc:MGI:1344381]	protein_coding
Htt_PeakRegion_08133	chr15	99695705	99695898	+	0	NA	intron (ENSMUST00000023758, intron 5 of 11)	-intron (ENSMUST00000023758, intron 5 of 11)	-6486	ENSMUST00000023759	ENSMUSG00000023018	ENSMUST00000023759	NA	ENSMUSG00000023018	Smarcd1	NA	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:MGI Symbol;Acc:MGI:1933623]	protein_coding
Htt_PeakRegion_06631	chr11	119965720	119966352	+	0	NA	intron (ENSMUST00000146566, intron 3 of 4)	-intron (ENSMUST00000026436, intron 3 of 13)	6015	ENSMUST00000146960	ENSMUSG00000025372	ENSMUST00000152523	NA	ENSMUSG00000025372	Baiap2	NA	brain-specific angiogenesis inhibitor 1-associated protein 2 [Source:MGI Symbol;Acc:MGI:2137336]	protein_coding
Htt_PeakRegion_01640	chr3	96171614	96172426	+	0	NA	promoter-TSS (ENSMUST00000076372)	-promoter-TSS (ENSMUST00000076372)	-312	ENSMUST00000076372	ENSMUSG00000068856	ENSMUST00000153977	NA	ENSMUSG00000068856	Sf3b4	NA	splicing factor 3b, subunit 4 [Source:MGI Symbol;Acc:MGI:109580]	protein_coding
Htt_PeakRegion_01023	chr2	118466859	118468689	+	0	NA	intron (ENSMUST00000110874, intron 33 of 39)	-intron (ENSMUST00000005233, intron 32 of 38)	10614	ENSMUST00000125281	ENSMUSG00000005102	ENSMUST00000110872	NA	ENSMUSG00000005102	Eif2ak4	NA	eukaryotic translation initiation factor 2 alpha kinase 4 [Source:MGI Symbol;Acc:MGI:1353427]	protein_coding
Htt_PeakRegion_01994	chr4	89401653	89401949	+	0	NA	Intergenic	Intergenic	19844	ENSMUST00000129908	ENSMUSG00000085147	ENSMUST00000129908	NA	ENSMUSG00000085147	Gm12609	NA	predicted gene 12609 [Source:MGI Symbol;Acc:MGI:3652142]	processed_transcript
Htt_PeakRegion_07911	chr15	58610232	58610428	+	0	NA	intron (ENSMUST00000161028, intron 22 of 40)	-intron (ENSMUST00000161028, intron 22 of 40)	-28175	ENSMUST00000159705	ENSMUSG00000037106	ENSMUST00000161028	NA	ENSMUSG00000037106	Fer1l6	NA	fer-1-like 6 (C. elegans) [Source:MGI Symbol;Acc:MGI:3645398]	protein_coding
Htt_PeakRegion_02459	chr5	31193193	31206117	+	0	NA	TTS (ENSMUST00000031029)	-TTS (ENSMUST00000031029)	631	ENSMUST00000176542	ENSMUSG00000043059	ENSMUST00000176542	NA	ENSMUSG00000043059	Zfp513	NA	zinc finger protein 513 [Source:MGI Symbol;Acc:MGI:2141255]	protein_coding
Htt_PeakRegion_03444	chr6	124440073	124440252	+	0	NA	intron (ENSMUST00000147947, intron 1 of 1)	-intron (ENSMUST00000008297, intron 12 of 17)	-1283	ENSMUST00000143283	ENSMUSG00000008153	ENSMUST00000147947	NA	ENSMUSG00000008153	Clstn3	NA	calsyntenin 3 [Source:MGI Symbol;Acc:MGI:2178323]	protein_coding
Htt_PeakRegion_03558	chr7	7197830	7197989	+	0	NA	Intergenic	Intergenic	12089	ENSMUST00000074455	ENSMUSG00000066838	ENSMUST00000074455	NA	ENSMUSG00000066838	Zfp772	NA	zinc finger protein 772 [Source:MGI Symbol;Acc:MGI:2385265]	protein_coding
Htt_PeakRegion_08996	chr17	87992057	87996072	+	0	NA	intron (ENSMUST00000135639, intron 7 of 11)	-intron (ENSMUST00000005504, intron 18 of 22)	6918	ENSMUST00000127334	ENSMUSG00000005371	ENSMUST00000135639	NA	ENSMUSG00000005371	Fbxo11	NA	F-box protein 11 [Source:MGI Symbol;Acc:MGI:2147134]	protein_coding
Htt_PeakRegion_03045	chr5	151110745	151110936	+	0	NA	intron (ENSMUST00000129088, intron 1 of 3)	-intron (ENSMUST00000062015, intron 1 of 13)	-15093	ENSMUST00000141117	ENSMUSG00000016128	ENSMUST00000126770	NA	ENSMUSG00000016128	Stard13	NA	StAR-related lipid transfer (START) domain containing 13 [Source:MGI Symbol;Acc:MGI:2385331]	protein_coding
Htt_PeakRegion_06286	chr11	97281201	97285390	+	0	NA	TTS (ENSMUST00000133160)	-TTS (ENSMUST00000133160)	-2657	ENSMUST00000001480	ENSMUSG00000001441	ENSMUST00000152820	NA	ENSMUSG00000001441	Npepps	NA	aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]	protein_coding
Htt_PeakRegion_04235	chr8	22598280	22598292	+	0	NA	Intergenic	Intergenic	-4473	ENSMUST00000009036	ENSMUSG00000008892	ENSMUST00000009036	NA	ENSMUSG00000008892	Vdac3	NA	voltage-dependent anion channel 3 [Source:MGI Symbol;Acc:MGI:106922]	protein_coding
Htt_PeakRegion_03182	chr6	47764016	47764094	+	0	NA	Intergenic	Intergenic	-9274	ENSMUST00000178492	ENSMUSG00000094807	ENSMUST00000178492	NA	ENSMUSG00000094807	Gm24975	NA	predicted gene, 24975 [Source:MGI Symbol;Acc:MGI:5454752]	miRNA
Htt_PeakRegion_01903	chr4	42025001	42025178	+	0	NA	TTS (ENSMUST00000117125)	-TTS (ENSMUST00000117125)	1623	ENSMUST00000117125	ENSMUSG00000082414	ENSMUST00000117125	NA	ENSMUSG00000082414	Gm13303	NA	predicted gene 13303 [Source:MGI Symbol;Acc:MGI:3705775]	unprocessed_pseudogene
Htt_PeakRegion_05970	chr11	61954454	61955269	+	0	NA	Intergenic	Intergenic	-1918	ENSMUST00000049836	ENSMUSG00000042331	ENSMUST00000049836	NA	ENSMUSG00000042331	Specc1	NA	sperm antigen with calponin homology and coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:2442356]	protein_coding
Htt_PeakRegion_04672	chr9	25184012	25184295	+	0	NA	Intergenic	Intergenic	9002	ENSMUST00000185935	ENSMUSG00000100824	ENSMUST00000185935	NA	ENSMUSG00000100824	NA	NA	NA	NA
Htt_PeakRegion_00606	chr2	19999107	19999282	+	0	NA	intron (ENSMUST00000114610, intron 1 of 7)	-intron (ENSMUST00000114610, intron 1 of 7)	6273	ENSMUST00000122008	ENSMUSG00000060795	ENSMUST00000122008	NA	ENSMUSG00000060795	Gm13363	NA	predicted gene 13363 [Source:MGI Symbol;Acc:MGI:3651407]	processed_pseudogene
Htt_PeakRegion_04655	chr9	21420363	21420492	+	0	NA	TTS (ENSMUST00000002902)	-TTS (ENSMUST00000002902)	-4481	ENSMUST00000165766	ENSMUSG00000033335	ENSMUST00000072362	NA	ENSMUSG00000033335	Dnm2	NA	dynamin 2 [Source:MGI Symbol;Acc:MGI:109547]	protein_coding
Htt_PeakRegion_05745	chr11	3695803	3703036	+	0	NA	Intergenic	Intergenic	-1093	ENSMUST00000117960	ENSMUSG00000083015	ENSMUST00000117960	NA	ENSMUSG00000083015	Gm16518	NA	predicted gene, 16518 [Source:MGI Symbol;Acc:MGI:4360828]	processed_pseudogene
Htt_PeakRegion_03371	chr6	112862951	112863098	+	0	NA	intron (ENSMUST00000113169, intron 1 of 21)	-intron (ENSMUST00000060215, intron 1 of 9)	-33565	ENSMUST00000143475	ENSMUSG00000030257	ENSMUST00000088373	NA	ENSMUSG00000030257	Srgap3	NA	SLIT-ROBO Rho GTPase activating protein 3 [Source:MGI Symbol;Acc:MGI:2152938]	protein_coding
Htt_PeakRegion_03307	chr6	89264003	89264290	+	0	NA	Intergenic	Intergenic	-14544	ENSMUST00000157174	ENSMUSG00000087799	ENSMUST00000157174	NA	ENSMUSG00000087799	Gm25961	NA	predicted gene, 25961 [Source:MGI Symbol;Acc:MGI:5455738]	rRNA
